swap_id,proposer_email,counterparty_rating
2684,usr781@gt.edu,1
2687,usr782@gt.edu,1
2689,usr783@gt.edu,4
2692,usr783@gt.edu,2
2694,usr783@gt.edu,4
2700,usr785@gt.edu,4
2702,usr786@gt.edu,1
2712,usr788@gt.edu,1
2713,usr788@gt.edu,5
2714,usr789@gt.edu,3
2717,usr790@gt.edu,2
2720,usr791@gt.edu,4
2728,usr794@gt.edu,1
2732,usr796@gt.edu,4
2733,usr796@gt.edu,1
2738,usr798@gt.edu,4
2740,usr798@gt.edu,2
2741,usr799@gt.edu,3
2742,usr799@gt.edu,4
2744,usr801@gt.edu,3
2745,usr801@gt.edu,4
2755,usr805@gt.edu,2
2758,usr805@gt.edu,3
2759,usr806@gt.edu,3
2761,usr806@gt.edu,1
2762,usr806@gt.edu,1
2764,usr807@gt.edu,1
2765,usr807@gt.edu,5
2773,usr809@gt.edu,1
2775,usr810@gt.edu,5
2787,usr812@gt.edu,4
2794,usr813@gt.edu,3
2795,usr813@gt.edu,3
2801,usr815@gt.edu,1
2806,usr816@gt.edu,4
2807,usr816@gt.edu,5
2811,usr817@gt.edu,5
2813,usr818@gt.edu,1
2819,usr819@gt.edu,4
2821,usr819@gt.edu,3
2829,usr821@gt.edu,3
2833,usr822@gt.edu,4
2834,usr822@gt.edu,4
2844,usr825@gt.edu,1
2847,usr826@gt.edu,3
2848,usr826@gt.edu,3
2851,usr828@gt.edu,1
2855,usr829@gt.edu,4
2857,usr830@gt.edu,1
2861,usr831@gt.edu,1
2865,usr832@gt.edu,5
2870,usr834@gt.edu,4
2874,usr834@gt.edu,5
2876,usr835@gt.edu,5
2880,usr836@gt.edu,4
2883,usr837@gt.edu,1
2885,usr837@gt.edu,4
2886,usr837@gt.edu,2
2893,usr840@gt.edu,3
2894,usr840@gt.edu,3
2895,usr840@gt.edu,5
2901,usr842@gt.edu,1
2903,usr842@gt.edu,1
2906,usr842@gt.edu,5
2915,usr845@gt.edu,4
2919,usr846@gt.edu,4
2921,usr847@gt.edu,2
2926,usr848@gt.edu,4
2936,usr851@gt.edu,5
2948,usr854@gt.edu,1
2949,usr854@gt.edu,2
2955,usr857@gt.edu,2
2963,usr859@gt.edu,3
2974,usr863@gt.edu,4
2975,usr863@gt.edu,1
2978,usr864@gt.edu,5
2980,usr865@gt.edu,2
2982,usr865@gt.edu,3
2985,usr867@gt.edu,1
2986,usr867@gt.edu,5
2988,usr868@gt.edu,4
2995,usr870@gt.edu,4
3000,usr871@gt.edu,4
3002,usr872@gt.edu,2
3003,usr873@gt.edu,5
3006,usr874@gt.edu,1
3010,usr875@gt.edu,2
3011,usr875@gt.edu,2
3017,usr877@gt.edu,2
3019,usr877@gt.edu,2
3023,usr878@gt.edu,5
3026,usr879@gt.edu,2
3027,usr879@gt.edu,2
3029,usr880@gt.edu,4
3036,usr883@gt.edu,5
3038,usr884@gt.edu,1
3040,usr885@gt.edu,1
3046,usr887@gt.edu,2
3048,usr888@gt.edu,5
3052,usr890@gt.edu,3
3056,usr891@gt.edu,2
3057,usr892@gt.edu,1
3058,usr892@gt.edu,5
3066,usr893@gt.edu,4
3068,usr894@gt.edu,1
3073,usr895@gt.edu,1
3082,usr897@gt.edu,2
3085,usr897@gt.edu,3
3087,usr898@gt.edu,4
3092,usr899@gt.edu,1
3093,usr899@gt.edu,4
3094,usr899@gt.edu,4
3097,usr901@gt.edu,5
3101,usr903@gt.edu,1
3108,usr905@gt.edu,2
3109,usr906@gt.edu,5
3111,usr906@gt.edu,4
3115,usr907@gt.edu,3
3116,usr907@gt.edu,1
3117,usr907@gt.edu,2
3118,usr908@gt.edu,5
3119,usr909@gt.edu,1
3120,usr909@gt.edu,2
3126,usr911@gt.edu,5
3134,usr912@gt.edu,5
3135,usr912@gt.edu,2
3136,usr912@gt.edu,5
3137,usr913@gt.edu,2
3138,usr913@gt.edu,4
3142,usr914@gt.edu,3
3145,usr916@gt.edu,4
3146,usr916@gt.edu,2
3147,usr916@gt.edu,1
3152,usr918@gt.edu,2
3156,usr919@gt.edu,5
3159,usr920@gt.edu,2
3164,usr922@gt.edu,1
3165,usr922@gt.edu,4
3168,usr923@gt.edu,2
3169,usr923@gt.edu,3
3178,usr927@gt.edu,3
3180,usr927@gt.edu,3
3182,usr928@gt.edu,4
3186,usr929@gt.edu,1
3191,usr930@gt.edu,2
3193,usr931@gt.edu,2
3194,usr931@gt.edu,3
3195,usr931@gt.edu,4
3196,usr931@gt.edu,4
3198,usr932@gt.edu,3
3200,usr933@gt.edu,2
3201,usr933@gt.edu,2
3202,usr933@gt.edu,4
3203,usr933@gt.edu,3
3204,usr933@gt.edu,3
3206,usr934@gt.edu,4
3207,usr935@gt.edu,2
3208,usr935@gt.edu,5
3209,usr936@gt.edu,2
3218,usr938@gt.edu,5
3219,usr938@gt.edu,2
3220,usr938@gt.edu,1
3221,usr939@gt.edu,4
3225,usr940@gt.edu,1
3229,usr941@gt.edu,4
3232,usr942@gt.edu,3
3233,usr942@gt.edu,2
3234,usr942@gt.edu,4
3235,usr943@gt.edu,5
3236,usr943@gt.edu,3
3239,usr943@gt.edu,4
3240,usr943@gt.edu,1
3242,usr944@gt.edu,3
3249,usr945@gt.edu,3
3250,usr945@gt.edu,4
3254,usr947@gt.edu,4
3256,usr947@gt.edu,2
3257,usr947@gt.edu,3
3258,usr948@gt.edu,3
3260,usr949@gt.edu,3
3261,usr949@gt.edu,4
3264,usr950@gt.edu,3
3266,usr951@gt.edu,2
3267,usr952@gt.edu,5
3268,usr952@gt.edu,3
3272,usr954@gt.edu,2
3273,usr954@gt.edu,4
3278,usr956@gt.edu,5
3279,usr956@gt.edu,3
3280,usr956@gt.edu,1
3284,usr958@gt.edu,3
3286,usr959@gt.edu,3
3287,usr959@gt.edu,1
3293,usr961@gt.edu,3
3306,usr966@gt.edu,2
3307,usr966@gt.edu,4
3319,usr969@gt.edu,1
3321,usr969@gt.edu,1
3322,usr970@gt.edu,2
3323,usr970@gt.edu,1
3326,usr971@gt.edu,5
3331,usr973@gt.edu,3
3338,usr975@gt.edu,1
3339,usr975@gt.edu,4
3342,usr976@gt.edu,1
3351,usr978@gt.edu,3
3356,usr980@gt.edu,4
3358,usr981@gt.edu,5
3360,usr981@gt.edu,1
3366,usr982@gt.edu,5
3371,usr985@gt.edu,4
3372,usr985@gt.edu,5
3374,usr986@gt.edu,3
3382,usr988@gt.edu,2
3387,usr989@gt.edu,5
3388,usr989@gt.edu,4
3389,usr990@gt.edu,4
3392,usr990@gt.edu,3
3399,usr992@gt.edu,2
3400,usr992@gt.edu,5
3404,usr993@gt.edu,2
3406,usr994@gt.edu,1
3407,usr994@gt.edu,3
3415,usr995@gt.edu,1
3417,usr996@gt.edu,2
3418,usr997@gt.edu,5
3419,usr997@gt.edu,4
3424,usr998@gt.edu,4
3426,usr999@gt.edu,5
