swap_id,counterparty_email,proposer_rating
2733,usr446@gt.edu,1
2738,usr194@gt.edu,2
2740,usr892@gt.edu,5
2741,usr260@gt.edu,1
2742,usr886@gt.edu,4
2744,usr723@gt.edu,3
2745,usr886@gt.edu,3
2755,usr397@gt.edu,2
2758,usr517@gt.edu,1
2759,usr007@gt.edu,5
2760,usr459@gt.edu,1
2761,usr637@gt.edu,2
2762,usr501@gt.edu,4
2764,usr143@gt.edu,5
2765,usr123@gt.edu,4
2773,usr917@gt.edu,5
2775,usr862@gt.edu,1
2784,usr175@gt.edu,5
2787,usr080@gt.edu,2
2794,usr057@gt.edu,4
2795,usr179@gt.edu,4
2800,usr970@gt.edu,5
2801,usr705@gt.edu,4
2806,usr549@gt.edu,3
2807,usr131@gt.edu,1
2810,usr119@gt.edu,3
2811,usr444@gt.edu,1
2813,usr297@gt.edu,1
2819,usr917@gt.edu,5
2829,usr316@gt.edu,5
2833,usr802@gt.edu,2
2834,usr062@gt.edu,4
2844,usr895@gt.edu,2
2847,usr828@gt.edu,2
2848,usr166@gt.edu,2
2851,usr150@gt.edu,3
2855,usr337@gt.edu,4
2857,usr192@gt.edu,4
2861,usr048@gt.edu,2
2865,usr888@gt.edu,2
2874,usr436@gt.edu,5
2876,usr921@gt.edu,1
2880,usr756@gt.edu,4
2883,usr065@gt.edu,4
2885,usr676@gt.edu,5
2886,usr998@gt.edu,4
2893,usr391@gt.edu,3
2894,usr154@gt.edu,4
2895,usr974@gt.edu,5
2901,usr232@gt.edu,5
2903,usr612@gt.edu,4
2906,usr069@gt.edu,2
2915,usr205@gt.edu,4
2919,usr404@gt.edu,5
2920,usr004@gt.edu,1
2921,usr644@gt.edu,3
2926,usr586@gt.edu,2
2936,usr210@gt.edu,1
2948,usr582@gt.edu,4
2949,usr286@gt.edu,2
2952,usr191@gt.edu,3
2955,usr620@gt.edu,3
2963,usr450@gt.edu,1
2974,usr175@gt.edu,3
2975,usr059@gt.edu,4
2979,usr143@gt.edu,5
2982,usr531@gt.edu,3
2985,usr533@gt.edu,5
2986,usr357@gt.edu,1
2988,usr856@gt.edu,3
2995,usr076@gt.edu,2
2998,usr002@gt.edu,3
3000,usr746@gt.edu,4
3003,usr291@gt.edu,3
3006,usr173@gt.edu,4
3010,usr620@gt.edu,5
3011,usr016@gt.edu,5
3017,usr929@gt.edu,5
3019,usr001@gt.edu,5
3023,usr498@gt.edu,2
3024,usr781@gt.edu,2
3026,usr923@gt.edu,1
3027,usr321@gt.edu,3
3029,usr400@gt.edu,1
3036,usr394@gt.edu,4
3038,usr559@gt.edu,1
3040,usr270@gt.edu,3
3046,usr943@gt.edu,3
3048,usr055@gt.edu,2
3052,usr907@gt.edu,4
3056,usr780@gt.edu,5
3057,usr934@gt.edu,2
3058,usr837@gt.edu,4
3066,usr995@gt.edu,1
3068,usr256@gt.edu,3
3070,usr364@gt.edu,4
3073,usr360@gt.edu,4
3082,usr362@gt.edu,2
3085,usr869@gt.edu,4
3087,usr543@gt.edu,2
3092,usr637@gt.edu,3
3093,usr298@gt.edu,3
3094,usr797@gt.edu,1
3097,usr533@gt.edu,2
3101,usr182@gt.edu,2
3108,usr394@gt.edu,5
3109,usr841@gt.edu,3
3111,usr460@gt.edu,4
3115,usr474@gt.edu,1
3116,usr319@gt.edu,2
3117,usr751@gt.edu,2
3118,usr268@gt.edu,2
3119,usr444@gt.edu,3
3120,usr578@gt.edu,4
3126,usr260@gt.edu,3
3127,usr525@gt.edu,2
3134,usr430@gt.edu,5
3135,usr315@gt.edu,4
3136,usr916@gt.edu,1
3137,usr412@gt.edu,5
3138,usr106@gt.edu,3
3142,usr207@gt.edu,4
3145,usr425@gt.edu,3
3146,usr003@gt.edu,2
3147,usr802@gt.edu,1
3152,usr206@gt.edu,5
3156,usr783@gt.edu,4
3159,usr053@gt.edu,1
3164,usr704@gt.edu,3
3165,usr609@gt.edu,4
3168,usr282@gt.edu,5
3169,usr127@gt.edu,4
3178,usr660@gt.edu,2
3180,usr151@gt.edu,3
3182,usr084@gt.edu,2
3186,usr450@gt.edu,5
3191,usr963@gt.edu,2
3194,usr991@gt.edu,5
3195,usr191@gt.edu,5
3196,usr292@gt.edu,4
3198,usr267@gt.edu,5
3200,usr942@gt.edu,2
3201,usr950@gt.edu,1
3202,usr400@gt.edu,4
3203,usr334@gt.edu,5
3206,usr251@gt.edu,4
3207,usr130@gt.edu,1
3208,usr316@gt.edu,3
3209,usr249@gt.edu,4
3218,usr471@gt.edu,3
3219,usr375@gt.edu,4
3220,usr678@gt.edu,2
3221,usr103@gt.edu,4
3225,usr840@gt.edu,3
3229,usr793@gt.edu,1
3232,usr778@gt.edu,5
3233,usr514@gt.edu,5
3234,usr472@gt.edu,4
3235,usr999@gt.edu,4
3236,usr547@gt.edu,3
3239,usr403@gt.edu,1
3240,usr682@gt.edu,2
3242,usr774@gt.edu,5
3249,usr384@gt.edu,5
3250,usr153@gt.edu,3
3254,usr720@gt.edu,1
3256,usr722@gt.edu,5
3257,usr609@gt.edu,2
3258,usr437@gt.edu,2
3260,usr055@gt.edu,1
3261,usr928@gt.edu,5
3264,usr496@gt.edu,4
3265,usr433@gt.edu,4
3266,usr399@gt.edu,2
3267,usr248@gt.edu,2
3268,usr133@gt.edu,2
3272,usr183@gt.edu,1
3273,usr625@gt.edu,3
3278,usr717@gt.edu,4
3279,usr183@gt.edu,5
3280,usr932@gt.edu,5
3284,usr886@gt.edu,1
3287,usr521@gt.edu,5
3293,usr535@gt.edu,2
3306,usr925@gt.edu,5
3307,usr735@gt.edu,5
3319,usr347@gt.edu,4
3321,usr522@gt.edu,3
3322,usr270@gt.edu,5
3331,usr873@gt.edu,5
3338,usr034@gt.edu,3
3339,usr935@gt.edu,5
3342,usr082@gt.edu,5
3356,usr128@gt.edu,5
3358,usr309@gt.edu,5
3360,usr560@gt.edu,5
3364,usr924@gt.edu,1
3366,usr727@gt.edu,5
3371,usr590@gt.edu,4
3372,usr258@gt.edu,3
3374,usr383@gt.edu,1
3382,usr902@gt.edu,3
3387,usr016@gt.edu,3
3388,usr052@gt.edu,4
3389,usr416@gt.edu,1
3392,usr256@gt.edu,2
3399,usr503@gt.edu,4
3400,usr332@gt.edu,1
3404,usr690@gt.edu,5
3406,usr212@gt.edu,1
3407,usr171@gt.edu,1
3410,usr901@gt.edu,2
3415,usr541@gt.edu,4
3417,usr653@gt.edu,3
3418,usr298@gt.edu,4
3419,usr019@gt.edu,5
3424,usr743@gt.edu,5
3426,usr806@gt.edu,2
